order_id,customer_id,product_id,order_date,delivery_date,payment_type,price,discount_percent,quantity,shipping_region,expected_delivery_days,product_rating,product_category,product_subcategory,brand,loyalty_points,is_first_order,device_type,referral
O011579,C02315,P00451,2024-02-08 22:00:00,2024-02-18 22:00:00,COD,2433.78,39.37,3,East,10,3.1,Apparel,Dresses,Adidas,405,False,Tablet,CampaignA
O011580,C02597,P00048,2023-08-06 08:00:00,2023-08-15 08:00:00,UPI,2713.58,1.68,4,South,9,4.5,Apparel,Jeans,Sony,53,True,Desktop,CampaignB
O011581,C01252,P00578,2024-02-16 04:00:00,2024-02-25 04:00:00,Wallet,2910.41,29.65,1,North,9,2.9,Sports,Outdoor,L'Oreal,268,False,Desktop,CampaignB
O011582,C01597,P00166,2023-11-10 10:00:00,2023-11-15 10:00:00,UPI,1891.58,37.79,1,West,5,4.1,Beauty,Makeup,Puma,470,False,Desktop,CampaignA
O011583,C00652,P00258,2025-02-27 00:00:00,2025-03-02 00:00:00,DebitCard,334.49,5.31,2,South,3,4.1,Sports,Fitness,Philips,97,False,Desktop,SocialMedia
O011584,C01207,P00957,2023-09-19 09:00:00,2023-09-27 09:00:00,UPI,2266.79,46.15,2,North,8,3.0,Apparel,Dresses,L'Oreal,212,False,Tablet,Organic
O011585,C00813,P00612,2024-12-21 03:00:00,2024-12-28 03:00:00,Wallet,3557.8,49.7,1,North,7,1.2,Apparel,Shirts,Adidas,17,False,Mobile,Organic
O011586,C02162,P00300,2024-04-23 04:00:00,2024-05-02 04:00:00,DebitCard,577.4,42.96,1,North,9,1.4,Electronics,Cameras,Sony,479,False,Desktop,CampaignA
O011587,C01865,P00198,2024-08-27 04:00:00,2024-09-05 04:00:00,UPI,4863.11,6.81,1,West,9,3.1,Electronics,Smartphones,Nike,451,False,Desktop,SocialMedia
O011588,C00006,P00530,2023-06-29 22:00:00,2023-07-08 22:00:00,CreditCard,2527.65,9.56,3,North,9,3.3,Apparel,Jeans,Apple,254,False,Tablet,SocialMedia
O011589,C00857,P00790,2023-05-22 04:00:00,2023-05-24 04:00:00,UPI,1294.01,37.19,2,South,2,3.6,Beauty,Skincare,Philips,157,False,Mobile,CampaignB
O011590,C02039,P00385,2023-01-29 14:00:00,2023-02-07 14:00:00,COD,2712.16,30.45,3,East,9,3.4,Sports,Outdoor,Philips,474,False,Mobile,SocialMedia
O011591,C01554,P00277,2024-12-23 04:00:00,2024-12-27 04:00:00,Wallet,2992.83,0.37,4,North,4,4.2,Apparel,Shoes,Philips,296,False,Desktop,SocialMedia
O011592,C01563,P00901,2025-01-02 07:00:00,2025-01-04 07:00:00,CreditCard,2000.94,12.59,3,West,2,3.7,Electronics,Laptops,L'Oreal,231,False,Tablet,SocialMedia
O011593,C02363,P00787,2023-06-08 23:00:00,2023-06-16 23:00:00,Wallet,391.15,40.92,2,North,8,1.9,Home,Appliances,Puma,367,False,Mobile,Organic
O011594,C00877,P00792,2023-12-02 00:00:00,2023-12-08 00:00:00,DebitCard,2196.78,47.7,4,East,6,2.5,Home,Appliances,Sony,208,False,Desktop,CampaignA
O011595,C00425,P00243,2024-08-22 01:00:00,2024-08-28 01:00:00,Wallet,4394.83,21.09,3,North,6,1.4,Apparel,Shoes,Sony,211,True,Desktop,Organic
O011596,C00944,P00548,2024-02-22 08:00:00,2024-02-27 08:00:00,Wallet,658.57,26.98,3,East,5,1.8,Home,Decor,Samsung,357,False,Desktop,SocialMedia
O011597,C01507,P00121,2025-04-02 03:00:00,2025-04-06 03:00:00,DebitCard,2662.65,1.09,1,West,4,1.2,Home,Appliances,Philips,456,False,Mobile,SocialMedia
O011598,C00065,P00443,2023-10-23 19:00:00,2023-10-30 19:00:00,CreditCard,4978.16,15.27,1,North,7,3.1,Apparel,Shirts,Apple,287,False,Tablet,CampaignB
O011599,C00832,P00656,2024-12-30 10:00:00,2025-01-04 10:00:00,COD,2874.56,31.21,3,East,5,4.9,Home,Appliances,Nike,281,True,Tablet,Organic
O011600,C00021,P00594,2023-04-19 11:00:00,2023-04-26 11:00:00,UPI,4345.93,8.48,1,South,7,2.0,Sports,TeamSports,Puma,29,False,Tablet,CampaignB
O011601,C02582,P00537,2024-09-22 23:00:00,2024-10-01 23:00:00,DebitCard,4637.17,24.9,4,West,9,1.3,Sports,Outdoor,Samsung,203,False,Mobile,CampaignB
O011602,C02778,P00617,2024-05-19 12:00:00,2024-05-29 12:00:00,Wallet,3518.67,39.51,4,West,10,3.5,Electronics,Cameras,Sony,153,False,Mobile,SocialMedia
O011603,C02489,P00954,2023-02-01 20:00:00,2023-02-03 20:00:00,CreditCard,1078.38,7.34,4,South,2,2.8,Beauty,Fragrance,Samsung,218,False,Mobile,CampaignA
O011604,C02920,P00051,2023-11-28 02:00:00,2023-12-07 02:00:00,Wallet,750.69,4.19,3,West,9,2.3,Beauty,Skincare,L'Oreal,245,False,Mobile,SocialMedia
O011605,C02692,P00736,2025-06-17 23:00:00,2025-06-26 23:00:00,Wallet,305.67,40.66,4,South,9,3.0,Apparel,Shirts,Levis,303,False,Tablet,CampaignB
O011606,C00799,P00089,2023-03-21 18:00:00,2023-03-23 18:00:00,DebitCard,575.69,41.28,4,West,2,4.8,Apparel,Shirts,Apple,390,False,Mobile,Organic
O011607,C00704,P00945,2025-01-26 16:00:00,2025-02-01 16:00:00,CreditCard,4229.29,8.81,1,North,6,3.1,Beauty,Makeup,Philips,401,False,Tablet,CampaignA
O011608,C01787,P00099,2024-07-20 03:00:00,2024-07-24 03:00:00,UPI,4127.88,35.78,4,North,4,2.1,Sports,Outdoor,L'Oreal,329,False,Tablet,Organic
O011609,C02654,P00428,2024-07-11 11:00:00,2024-07-19 11:00:00,DebitCard,4043.39,43.03,4,North,8,3.9,Electronics,Cameras,Adidas,27,False,Desktop,CampaignA
O011610,C01444,P00749,2024-07-22 08:00:00,2024-08-01 08:00:00,Wallet,349.17,24.29,3,North,10,4.7,Beauty,Haircare,Samsung,238,False,Mobile,Organic
O011611,C01418,P00109,2024-05-19 16:00:00,2024-05-23 16:00:00,Wallet,2254.16,40.18,2,West,4,1.6,Electronics,Headphones,L'Oreal,108,False,Mobile,SocialMedia
O011612,C00339,P00875,2025-05-21 08:00:00,2025-05-31 08:00:00,UPI,3215.0,18.9,1,North,10,3.8,Beauty,Haircare,Adidas,339,False,Desktop,CampaignA
O011613,C01600,P00980,2023-12-26 04:00:00,2023-12-29 04:00:00,Wallet,4428.17,45.98,3,North,3,4.7,Home,Furniture,Levis,382,False,Mobile,Organic
O011614,C02550,P00724,2023-06-14 17:00:00,2023-06-22 17:00:00,CreditCard,2171.75,37.45,1,West,8,2.4,Home,Furniture,Philips,12,False,Desktop,CampaignB
O011615,C02614,P00654,2023-09-18 13:00:00,2023-09-27 13:00:00,Wallet,4606.42,49.89,3,West,9,2.8,Beauty,Haircare,Philips,299,True,Mobile,CampaignA
O011616,C00381,P00884,2025-02-14 19:00:00,2025-02-16 19:00:00,UPI,1326.74,14.32,4,South,2,1.5,Electronics,Headphones,Samsung,250,True,Mobile,CampaignA
O011617,C01021,P00478,2023-06-08 05:00:00,2023-06-12 05:00:00,UPI,2281.49,36.69,1,North,4,2.0,Sports,Fitness,Puma,172,False,Tablet,SocialMedia
O011618,C02808,P00585,2024-01-21 07:00:00,2024-01-30 07:00:00,CreditCard,1817.25,15.23,2,East,9,4.4,Home,Appliances,Apple,85,False,Tablet,Organic
O011619,C01810,P00024,2024-03-09 11:00:00,2024-03-11 11:00:00,COD,2763.03,16.57,4,South,2,3.8,Beauty,Haircare,L'Oreal,413,False,Mobile,CampaignB
O011620,C01666,P00474,2024-09-06 03:00:00,2024-09-12 03:00:00,UPI,1473.66,15.49,3,West,6,2.0,Beauty,Fragrance,Nike,28,False,Mobile,Organic
O011621,C01620,P00056,2024-05-31 13:00:00,2024-06-07 13:00:00,CreditCard,1503.66,38.65,2,South,7,2.3,Beauty,Haircare,Puma,47,False,Desktop,CampaignA
O011622,C00915,P00969,2024-03-17 15:00:00,2024-03-19 15:00:00,CreditCard,3393.47,4.37,1,West,2,2.7,Beauty,Fragrance,Nike,340,False,Desktop,CampaignB
O011623,C02119,P00913,2024-11-28 04:00:00,2024-12-02 04:00:00,DebitCard,4874.6,15.78,2,South,4,4.3,Sports,TeamSports,Philips,66,False,Mobile,CampaignA
O011624,C00995,P00101,2023-07-15 08:00:00,2023-07-17 08:00:00,COD,4119.07,33.73,3,North,2,3.4,Apparel,Shoes,LG,170,True,Desktop,CampaignB
O011625,C02397,P00861,2024-07-06 07:00:00,2024-07-10 07:00:00,CreditCard,3697.08,20.04,1,West,4,3.0,Beauty,Makeup,Puma,103,False,Tablet,SocialMedia
O011626,C02072,P00011,2025-07-24 14:00:00,2025-08-02 14:00:00,Wallet,1453.33,43.44,3,East,9,2.8,Home,Furniture,Adidas,421,False,Tablet,SocialMedia
O011627,C02448,P00823,2024-03-03 09:00:00,2024-03-12 09:00:00,CreditCard,986.57,4.08,4,West,9,2.3,Apparel,Shoes,Apple,491,True,Tablet,SocialMedia
O011628,C00623,P00126,2023-07-12 02:00:00,2023-07-19 02:00:00,CreditCard,882.63,0.44,1,North,7,1.4,Apparel,Dresses,Nike,68,False,Desktop,SocialMedia
O011629,C00468,P00329,2023-12-01 02:00:00,2023-12-09 02:00:00,UPI,3487.77,17.95,2,West,8,3.6,Home,Decor,LG,244,False,Tablet,Organic
O011630,C00366,P00934,2025-03-15 18:00:00,2025-03-19 18:00:00,COD,3161.34,20.79,3,North,4,1.8,Electronics,Headphones,Samsung,285,False,Tablet,Organic
O011631,C00464,P00413,2023-05-28 23:00:00,2023-05-31 23:00:00,CreditCard,4639.15,11.7,4,North,3,4.0,Apparel,Shirts,Adidas,273,True,Desktop,CampaignB
O011632,C02707,P00685,2023-04-17 22:00:00,2023-04-22 22:00:00,UPI,1191.12,27.65,3,West,5,1.0,Sports,Outdoor,Apple,58,False,Mobile,CampaignA
O011633,C01276,P00889,2025-03-17 22:00:00,2025-03-22 22:00:00,DebitCard,1053.6,41.31,2,West,5,4.3,Sports,Outdoor,Puma,259,False,Tablet,CampaignA
O011634,C01508,P00773,2024-10-22 18:00:00,2024-10-30 18:00:00,UPI,1971.64,41.05,1,North,8,2.2,Sports,Outdoor,Levis,356,False,Tablet,CampaignB
O011635,C00950,P00007,2024-09-27 09:00:00,2024-10-05 09:00:00,CreditCard,2663.65,45.32,1,West,8,4.1,Electronics,Cameras,Apple,83,False,Mobile,SocialMedia
O011636,C00863,P00689,2023-04-16 15:00:00,2023-04-20 15:00:00,UPI,4372.81,39.52,2,East,4,1.9,Electronics,Smartphones,L'Oreal,177,False,Tablet,CampaignA
O011637,C02832,P00223,2024-09-07 10:00:00,2024-09-14 10:00:00,Wallet,1792.45,38.9,2,East,7,2.9,Electronics,Cameras,Apple,251,False,Tablet,CampaignB
O011638,C01691,P00411,2025-04-12 01:00:00,2025-04-15 01:00:00,DebitCard,2216.79,48.55,4,South,3,2.2,Beauty,Haircare,Sony,181,False,Desktop,Organic
O011639,C02319,P00805,2023-03-21 14:00:00,2023-03-31 14:00:00,COD,3541.18,20.78,3,East,10,4.4,Beauty,Haircare,Nike,466,False,Tablet,Organic
O011640,C02344,P00440,2024-02-23 23:00:00,2024-02-28 23:00:00,UPI,2469.55,47.72,1,North,5,1.8,Apparel,Jeans,Philips,214,False,Mobile,Organic
O011641,C00789,P00779,2025-07-28 01:00:00,2025-08-04 01:00:00,Wallet,3980.12,7.76,1,North,7,2.2,Electronics,Laptops,Puma,280,False,Mobile,SocialMedia
O011642,C02042,P00624,2024-09-09 20:00:00,2024-09-12 20:00:00,DebitCard,2735.58,0.85,1,East,3,4.7,Sports,Fitness,LG,140,False,Desktop,SocialMedia
O011643,C02645,P00271,2025-07-20 04:00:00,2025-07-25 04:00:00,UPI,2272.27,33.68,3,West,5,3.1,Sports,TeamSports,Puma,47,False,Tablet,CampaignA
O011644,C01742,P00823,2023-09-23 19:00:00,2023-10-03 19:00:00,CreditCard,2811.94,47.66,1,West,10,1.9,Apparel,Shoes,Apple,492,False,Tablet,CampaignB
O011645,C02939,P00909,2023-08-09 12:00:00,2023-08-11 12:00:00,CreditCard,3323.93,1.78,2,West,2,2.8,Home,Furniture,Philips,109,False,Tablet,CampaignB
O011646,C00703,P00932,2025-01-25 18:00:00,2025-02-02 18:00:00,UPI,4624.4,1.89,2,East,8,3.6,Sports,Fitness,Apple,258,False,Mobile,SocialMedia
O011647,C02048,P00918,2023-01-05 13:00:00,2023-01-08 13:00:00,CreditCard,2323.36,26.73,1,South,3,1.4,Home,Furniture,Apple,118,False,Desktop,CampaignB
O011648,C00875,P00028,2024-12-17 20:00:00,2024-12-26 20:00:00,COD,2174.39,36.51,4,South,9,2.8,Electronics,Headphones,Apple,320,True,Desktop,SocialMedia
O011649,C00947,P00935,2024-07-10 08:00:00,2024-07-13 08:00:00,Wallet,4038.3,44.98,1,South,3,2.8,Beauty,Fragrance,L'Oreal,146,False,Desktop,SocialMedia
O011650,C03000,P00625,2024-10-09 12:00:00,2024-10-17 12:00:00,CreditCard,2379.41,19.63,3,North,8,5.0,Electronics,Cameras,Adidas,487,False,Mobile,CampaignA
O011651,C00461,P00859,2023-01-31 09:00:00,2023-02-10 09:00:00,DebitCard,3458.19,4.84,3,South,10,3.8,Home,Appliances,Adidas,418,True,Desktop,Organic
O011652,C00363,P00188,2023-09-27 09:00:00,2023-09-30 09:00:00,CreditCard,1706.14,5.86,1,East,3,3.7,Beauty,Makeup,Philips,173,False,Desktop,CampaignA
O011653,C00784,P00872,2025-01-14 02:00:00,2025-01-18 02:00:00,DebitCard,740.93,22.08,3,East,4,4.1,Home,Furniture,Philips,469,False,Mobile,CampaignB
O011654,C01942,P00416,2024-09-14 13:00:00,2024-09-17 13:00:00,CreditCard,3251.31,8.85,2,West,3,3.1,Apparel,Jeans,Adidas,74,False,Tablet,Organic
O011655,C02680,P00170,2024-07-12 16:00:00,2024-07-20 16:00:00,DebitCard,4093.3,13.85,4,East,8,4.8,Beauty,Haircare,Apple,380,False,Desktop,Organic
O011656,C01380,P00575,2025-01-09 15:00:00,2025-01-15 15:00:00,CreditCard,4633.97,38.31,3,East,6,2.5,Sports,Fitness,Philips,473,False,Mobile,CampaignA
O011657,C01098,P00688,2025-05-30 00:00:00,2025-06-01 00:00:00,COD,1203.0,28.94,3,West,2,1.7,Home,Appliances,Adidas,277,False,Desktop,SocialMedia
O011658,C01679,P00456,2023-09-22 06:00:00,2023-09-30 06:00:00,UPI,2675.72,9.66,4,East,8,3.8,Beauty,Haircare,Adidas,59,False,Desktop,SocialMedia
O011659,C02183,P00041,2023-04-11 14:00:00,2023-04-15 14:00:00,CreditCard,4588.15,35.59,3,South,4,2.1,Electronics,Cameras,Nike,301,False,Desktop,SocialMedia
O011660,C00287,P00743,2024-08-13 15:00:00,2024-08-19 15:00:00,CreditCard,351.8,32.81,1,East,6,2.8,Sports,Outdoor,LG,154,False,Desktop,SocialMedia
O011661,C02730,P00147,2025-07-02 15:00:00,2025-07-06 15:00:00,CreditCard,497.46,23.0,2,South,4,4.6,Beauty,Fragrance,Samsung,122,False,Mobile,CampaignA
O011662,C02484,P00004,2023-12-04 23:00:00,2023-12-12 23:00:00,Wallet,4172.41,1.36,4,South,8,2.8,Beauty,Skincare,Nike,81,False,Tablet,CampaignA
O011663,C02698,P00994,2023-08-19 11:00:00,2023-08-29 11:00:00,COD,2989.92,41.21,1,West,10,2.3,Electronics,Headphones,Nike,108,False,Desktop,SocialMedia
O011664,C02513,P00700,2023-08-29 21:00:00,2023-09-02 21:00:00,CreditCard,2876.44,1.83,4,West,4,4.2,Sports,Accessories,Samsung,49,False,Mobile,CampaignA
O011665,C01638,P00184,2023-10-22 00:00:00,2023-10-29 00:00:00,CreditCard,1483.47,29.64,3,South,7,2.4,Beauty,Makeup,Puma,384,False,Mobile,SocialMedia
O011666,C00852,P00767,2024-07-17 11:00:00,2024-07-27 11:00:00,Wallet,1373.32,37.68,3,East,10,4.3,Home,Appliances,Levis,61,False,Tablet,Organic
O011667,C00538,P00147,2025-04-05 17:00:00,2025-04-09 17:00:00,DebitCard,1346.77,36.11,4,South,4,2.0,Beauty,Fragrance,Samsung,466,False,Desktop,SocialMedia
O011668,C01725,P00291,2024-10-19 03:00:00,2024-10-25 03:00:00,UPI,2123.71,33.83,4,West,6,4.2,Electronics,Headphones,Philips,256,False,Mobile,CampaignB
O011669,C02949,P00806,2024-01-31 18:00:00,2024-02-07 18:00:00,DebitCard,3470.96,35.46,2,North,7,5.0,Sports,Accessories,Puma,313,False,Tablet,Organic
O011670,C01364,P00712,2024-05-14 03:00:00,2024-05-20 03:00:00,Wallet,1989.67,21.46,2,West,6,1.8,Home,Decor,Sony,401,False,Tablet,Organic
O011671,C00475,P00607,2024-10-11 09:00:00,2024-10-15 09:00:00,DebitCard,1492.19,6.04,2,West,4,3.0,Home,Furniture,Sony,258,False,Mobile,Organic
O011672,C01698,P00296,2023-04-05 06:00:00,2023-04-09 06:00:00,Wallet,2576.92,11.0,4,North,4,3.4,Sports,Outdoor,Samsung,109,False,Desktop,SocialMedia
O011673,C01677,P00599,2023-05-31 16:00:00,2023-06-09 16:00:00,CreditCard,1405.03,37.42,4,West,9,3.4,Apparel,Shoes,LG,407,False,Tablet,Organic
O011674,C01075,P00494,2024-01-06 22:00:00,2024-01-12 22:00:00,COD,4225.3,20.36,1,South,6,2.0,Sports,Fitness,Sony,178,False,Tablet,SocialMedia
O011675,C01310,P00317,2023-10-19 01:00:00,2023-10-23 01:00:00,UPI,4669.94,38.73,4,West,4,1.5,Beauty,Skincare,L'Oreal,242,False,Mobile,CampaignA
O011676,C01367,P00135,2024-02-28 15:00:00,2024-03-03 15:00:00,Wallet,2527.08,17.66,4,East,4,2.0,Home,Furniture,Adidas,89,False,Desktop,Organic
O011677,C01802,P00143,2024-10-02 21:00:00,2024-10-05 21:00:00,COD,1143.16,14.88,2,North,3,1.2,Sports,TeamSports,Adidas,156,False,Mobile,SocialMedia
O011678,C02506,P00399,2023-11-13 16:00:00,2023-11-16 16:00:00,DebitCard,3301.32,39.99,4,North,3,3.8,Apparel,Shirts,Puma,314,False,Tablet,CampaignA
O011679,C01452,P00634,2024-06-03 16:00:00,2024-06-13 16:00:00,COD,1366.82,47.08,2,East,10,1.1,Beauty,Fragrance,Apple,241,False,Mobile,CampaignB
O011680,C00714,P00022,2025-04-24 16:00:00,2025-05-03 16:00:00,DebitCard,2803.02,21.07,2,West,9,4.1,Apparel,Shoes,L'Oreal,357,True,Tablet,SocialMedia
O011681,C01657,P00251,2024-03-12 19:00:00,2024-03-17 19:00:00,COD,1981.02,30.56,3,South,5,2.1,Beauty,Skincare,Philips,222,True,Tablet,CampaignA
O011682,C01193,P00834,2025-01-22 06:00:00,2025-01-31 06:00:00,UPI,4114.05,33.06,1,North,9,3.4,Beauty,Makeup,Adidas,301,False,Desktop,Organic
O011683,C02675,P00266,2023-06-09 21:00:00,2023-06-15 21:00:00,Wallet,3647.26,38.34,1,South,6,1.5,Beauty,Skincare,Apple,386,False,Desktop,SocialMedia
O011684,C00640,P00384,2024-02-08 12:00:00,2024-02-11 12:00:00,CreditCard,3654.56,36.89,1,North,3,4.6,Sports,Outdoor,Adidas,248,False,Mobile,Organic
O011685,C01886,P00300,2024-07-01 23:00:00,2024-07-10 23:00:00,CreditCard,4889.26,0.71,2,North,9,4.9,Electronics,Cameras,Sony,385,False,Desktop,CampaignA
O011686,C01261,P00947,2024-07-30 21:00:00,2024-08-04 21:00:00,Wallet,1628.81,12.29,2,East,5,3.1,Apparel,Jeans,L'Oreal,424,False,Desktop,CampaignB
O011687,C01480,P00588,2024-11-28 22:00:00,2024-12-01 22:00:00,CreditCard,795.62,1.6,4,West,3,2.1,Apparel,Jeans,LG,373,False,Mobile,SocialMedia
O011688,C00360,P00819,2023-01-07 03:00:00,2023-01-16 03:00:00,COD,789.09,6.82,2,North,9,3.1,Beauty,Fragrance,Nike,57,False,Tablet,Organic
O011689,C00382,P00191,2023-02-19 23:00:00,2023-03-01 23:00:00,COD,2532.93,37.39,3,South,10,2.0,Beauty,Makeup,Puma,486,False,Desktop,CampaignA
O011690,C01088,P00649,2024-06-29 15:00:00,2024-07-04 15:00:00,UPI,1897.02,42.79,3,North,5,1.1,Apparel,Shirts,Nike,81,False,Desktop,Organic
O011691,C02210,P00288,2024-06-16 03:00:00,2024-06-22 03:00:00,Wallet,1491.21,12.19,4,East,6,1.1,Home,Furniture,Levis,294,False,Tablet,CampaignA
O011692,C02024,P00155,2023-06-02 18:00:00,2023-06-11 18:00:00,UPI,4679.76,34.35,2,South,9,3.5,Sports,TeamSports,Adidas,275,False,Desktop,CampaignA
O011693,C02559,P00958,2025-08-11 11:00:00,2025-08-13 11:00:00,CreditCard,1527.31,48.43,4,West,2,2.9,Home,Decor,Puma,41,False,Desktop,Organic
O011694,C01143,P00267,2023-02-03 13:00:00,2023-02-09 13:00:00,Wallet,2887.88,34.12,3,South,6,2.7,Home,Kitchen,Levis,210,False,Desktop,SocialMedia
O011695,C01052,P00430,2025-01-18 11:00:00,2025-01-21 11:00:00,UPI,4731.82,29.12,2,North,3,3.1,Sports,Outdoor,Levis,301,False,Mobile,SocialMedia
O011696,C02976,P00878,2024-10-24 20:00:00,2024-10-26 20:00:00,CreditCard,3127.61,8.81,1,East,2,1.8,Electronics,Cameras,Levis,486,False,Mobile,CampaignB
O011697,C02538,P00926,2024-12-12 03:00:00,2024-12-21 03:00:00,Wallet,3133.33,9.35,2,South,9,3.0,Home,Appliances,Philips,22,False,Tablet,CampaignB
O011698,C02537,P00802,2025-03-11 09:00:00,2025-03-15 09:00:00,Wallet,385.19,7.02,2,North,4,2.5,Apparel,Dresses,Samsung,62,False,Mobile,CampaignB
O011699,C00172,P00628,2024-11-16 16:00:00,2024-11-19 16:00:00,CreditCard,2925.79,29.98,3,West,3,4.9,Home,Appliances,Philips,326,False,Desktop,CampaignA
O011700,C02849,P00195,2023-03-17 13:00:00,2023-03-26 13:00:00,UPI,3172.3,9.08,1,South,9,3.8,Beauty,Haircare,Levis,121,False,Mobile,SocialMedia
O011701,C02381,P00736,2023-08-13 15:00:00,2023-08-23 15:00:00,UPI,3815.5,20.47,3,South,10,3.6,Apparel,Shirts,Levis,80,False,Mobile,CampaignB
O011702,C00981,P00888,2025-06-20 19:00:00,2025-06-29 19:00:00,DebitCard,1679.22,1.56,3,North,9,3.8,Home,Kitchen,L'Oreal,404,False,Tablet,CampaignB
O011703,C01891,P00763,2024-03-12 04:00:00,2024-03-20 04:00:00,DebitCard,4924.07,43.82,1,South,8,2.1,Home,Furniture,L'Oreal,313,False,Tablet,Organic
O011704,C02499,P00839,2024-01-09 08:00:00,2024-01-13 08:00:00,UPI,2412.94,17.96,4,West,4,2.9,Electronics,Cameras,Adidas,442,False,Mobile,CampaignB
O011705,C02705,P00970,2023-08-03 16:00:00,2023-08-11 16:00:00,UPI,2043.34,23.79,3,West,8,4.2,Beauty,Makeup,Samsung,10,False,Mobile,CampaignB
O011706,C02461,P00547,2025-05-26 02:00:00,2025-05-31 02:00:00,COD,2706.92,24.64,3,East,5,4.5,Home,Kitchen,Nike,471,False,Tablet,CampaignB
O011707,C02751,P00992,2023-08-05 12:00:00,2023-08-13 12:00:00,CreditCard,4454.25,4.04,2,South,8,4.6,Beauty,Haircare,Samsung,344,False,Mobile,CampaignB
O011708,C00342,P00291,2023-07-24 17:00:00,2023-08-02 17:00:00,UPI,3494.35,29.75,3,West,9,1.0,Electronics,Headphones,Philips,247,False,Mobile,SocialMedia
O011709,C00170,P00746,2025-06-07 01:00:00,2025-06-14 01:00:00,Wallet,502.26,42.12,1,South,7,1.3,Apparel,Shirts,Sony,392,False,Desktop,Organic
O011710,C02719,P00975,2025-07-05 18:00:00,2025-07-08 18:00:00,DebitCard,1220.49,28.04,4,South,3,4.0,Electronics,Cameras,Adidas,374,False,Mobile,CampaignA
O011711,C02624,P00148,2024-12-04 21:00:00,2024-12-07 21:00:00,Wallet,1648.66,37.16,3,South,3,2.7,Sports,TeamSports,Levis,379,False,Desktop,CampaignB
O011712,C00638,P00913,2024-01-18 06:00:00,2024-01-21 06:00:00,COD,733.64,42.19,4,West,3,3.1,Sports,TeamSports,Philips,210,False,Mobile,Organic
O011713,C00637,P00457,2025-04-02 14:00:00,2025-04-11 14:00:00,UPI,1816.33,32.98,1,South,9,4.0,Beauty,Skincare,Apple,385,False,Mobile,CampaignB
O011714,C00642,P00148,2023-07-23 08:00:00,2023-07-25 08:00:00,Wallet,4006.4,48.4,2,South,2,1.7,Sports,TeamSports,Levis,8,True,Tablet,SocialMedia
O011715,C02858,P00453,2023-12-24 08:00:00,2024-01-03 08:00:00,CreditCard,2522.84,27.94,1,North,10,2.5,Beauty,Fragrance,Sony,341,False,Tablet,CampaignB
O011716,C00329,P00311,2025-04-14 05:00:00,2025-04-19 05:00:00,DebitCard,4810.11,39.17,3,West,5,1.1,Home,Kitchen,Apple,132,False,Desktop,Organic
O011717,C01374,P00090,2023-04-24 07:00:00,2023-04-30 07:00:00,UPI,823.85,33.97,2,East,6,4.3,Beauty,Skincare,Philips,38,False,Desktop,Organic
O011718,C02743,P00699,2024-01-23 21:00:00,2024-01-29 21:00:00,UPI,4360.44,12.42,2,South,6,4.8,Home,Appliances,L'Oreal,88,True,Tablet,SocialMedia
O011719,C00963,P00579,2023-10-31 18:00:00,2023-11-09 18:00:00,COD,1340.5,13.79,2,West,9,1.7,Home,Appliances,LG,207,False,Tablet,CampaignB
O011720,C02494,P00390,2023-08-12 08:00:00,2023-08-17 08:00:00,COD,310.99,6.42,1,East,5,2.1,Apparel,Shoes,Nike,227,False,Tablet,CampaignB
O011721,C00126,P00098,2023-10-04 21:00:00,2023-10-13 21:00:00,UPI,4658.8,8.32,4,East,9,4.2,Sports,Fitness,Adidas,46,False,Tablet,SocialMedia
O011722,C02127,P00709,2025-05-20 23:00:00,2025-05-25 23:00:00,DebitCard,1672.17,30.63,2,East,5,3.2,Electronics,Cameras,LG,148,False,Mobile,CampaignB
O011723,C01735,P00027,2025-03-22 07:00:00,2025-03-27 07:00:00,CreditCard,1606.57,41.9,1,North,5,3.0,Beauty,Haircare,Adidas,184,False,Desktop,Organic
O011724,C02384,P00875,2023-10-22 08:00:00,2023-10-25 08:00:00,COD,1296.64,43.07,1,West,3,4.3,Beauty,Haircare,Adidas,169,False,Desktop,Organic
O011725,C00871,P00146,2024-06-04 12:00:00,2024-06-12 12:00:00,DebitCard,2595.91,45.02,3,East,8,2.4,Sports,Outdoor,Apple,102,False,Desktop,CampaignA
O011726,C02871,P00932,2024-04-28 18:00:00,2024-05-07 18:00:00,CreditCard,4743.32,7.08,3,West,9,3.4,Sports,Fitness,Apple,386,False,Mobile,Organic
O011727,C00609,P00585,2025-04-29 08:00:00,2025-05-02 08:00:00,Wallet,2978.93,7.3,3,South,3,2.7,Home,Appliances,Apple,38,True,Mobile,CampaignB
O011728,C00406,P00623,2023-11-14 04:00:00,2023-11-21 04:00:00,DebitCard,2946.52,49.27,4,South,7,1.4,Electronics,Headphones,L'Oreal,56,False,Tablet,Organic
O011729,C01284,P00842,2024-04-04 19:00:00,2024-04-06 19:00:00,CreditCard,3015.5,2.6,4,South,2,2.9,Electronics,Cameras,Samsung,79,False,Desktop,Organic
O011730,C00786,P00146,2023-06-04 14:00:00,2023-06-06 14:00:00,COD,995.23,20.15,3,East,2,2.5,Sports,Outdoor,Apple,344,False,Mobile,CampaignA
O011731,C00181,P00503,2023-11-15 03:00:00,2023-11-24 03:00:00,COD,3289.58,24.45,4,South,9,2.7,Sports,Outdoor,Philips,193,False,Mobile,CampaignB
