customer_id,join_date,age,gender,location,preferred_payment,total_orders,total_returns,avg_order_value
C00789,2020-12-04,31,Male,Delhi,Wallet,68,5,2141.39
C00790,2024-07-29,47,Female,Mumbai,DebitCard,76,0,1211.18
C00791,2024-02-28,58,Male,Hyderabad,CreditCard,26,10,1330.12
C00792,2023-10-20,21,Male,Bangalore,Wallet,61,17,2283.57
C00793,2023-09-27,21,Male,Chennai,Wallet,92,9,2804.98
C00794,2021-05-14,45,Male,Delhi,CreditCard,67,17,1998.27
C00795,2024-08-07,25,Female,Hyderabad,UPI,84,0,2432.59
C00796,2021-05-25,19,Female,Delhi,Wallet,74,18,763.41
C00797,2023-09-12,58,Female,Kolkata,UPI,52,15,872.29
C00798,2020-08-04,63,Female,Delhi,Wallet,18,6,1736.49
C00799,2023-08-17,39,Female,Delhi,COD,53,14,776.7
C00800,2023-03-01,58,Female,Delhi,DebitCard,63,0,2014.49
C00801,2022-12-29,33,Male,Delhi,Wallet,53,8,1087.46
C00802,2023-06-29,46,Female,Chennai,COD,27,1,2437.14
C00803,2023-12-09,47,Male,Hyderabad,CreditCard,31,16,2481.9
C00804,2024-12-15,29,Male,Kolkata,COD,91,9,1552.23
C00805,2021-03-20,52,Female,Delhi,CreditCard,1,5,788.19
C00806,2022-05-25,28,Male,Delhi,Wallet,6,4,2046.29
C00807,2023-04-20,63,Male,Delhi,CreditCard,11,7,2980.52
C00808,2020-06-15,38,Male,Delhi,COD,34,7,1981.0
C00809,2020-03-31,38,Male,Mumbai,DebitCard,84,4,396.59
C00810,2021-12-14,22,Female,Mumbai,UPI,63,11,346.69
C00811,2024-04-03,37,Male,Bangalore,UPI,53,6,1164.98
C00812,2020-02-08,54,Male,Delhi,DebitCard,85,12,828.62
C00813,2023-02-23,20,Male,Bangalore,UPI,85,12,2495.24
C00814,2024-01-14,61,Male,Chennai,Wallet,18,16,2580.98
C00815,2020-06-21,50,Female,Bangalore,Wallet,21,3,998.27
C00816,2021-10-14,26,Male,Hyderabad,COD,19,17,1179.24
C00817,2022-01-23,26,Female,Mumbai,COD,4,9,937.87
C00818,2023-05-28,21,Female,Mumbai,CreditCard,77,2,2752.63
C00819,2024-07-19,52,Female,Delhi,COD,82,11,1657.15
C00820,2022-12-17,34,Female,Delhi,Wallet,29,0,2071.57
C00821,2024-08-10,51,Female,Chennai,COD,25,10,1421.8
C00822,2021-04-20,41,Male,Kolkata,UPI,56,17,2003.74
C00823,2021-03-31,49,Male,Chennai,CreditCard,77,12,1341.81
C00824,2022-04-08,18,Male,Hyderabad,CreditCard,63,16,1217.13
C00825,2022-06-13,25,Female,Delhi,Wallet,27,7,2013.1
C00826,2023-10-16,62,Male,Delhi,COD,60,19,1895.87
C00827,2022-10-21,40,Male,Chennai,UPI,83,18,1092.53
C00828,2021-01-21,64,Male,Chennai,COD,49,16,703.24
C00829,2020-12-13,57,Male,Chennai,DebitCard,65,1,1295.16
C00830,2020-07-08,29,Male,Mumbai,COD,38,2,1421.03
C00831,2021-05-19,29,Other,Bangalore,Wallet,83,2,1997.45
C00832,2023-04-29,63,Male,Bangalore,COD,52,5,2769.23
C00833,2024-03-11,64,Female,Delhi,CreditCard,1,9,397.7
C00834,2023-10-24,32,Female,Mumbai,UPI,40,17,957.88
C00835,2023-12-03,58,Male,Chennai,Wallet,81,17,823.03
C00836,2022-04-03,36,Male,Delhi,DebitCard,21,13,1656.19
C00837,2022-07-17,43,Male,Mumbai,UPI,86,15,1460.19
C00838,2022-07-22,46,Male,Hyderabad,UPI,15,6,2268.4
C00839,2023-02-14,39,Female,Kolkata,CreditCard,50,0,954.52
C00840,2020-05-13,57,Male,Mumbai,CreditCard,48,16,1905.15
C00841,2020-02-27,38,Male,Delhi,CreditCard,32,4,2686.41
C00842,2024-04-28,55,Female,Bangalore,Wallet,49,0,2758.83
C00843,2021-11-15,37,Female,Chennai,COD,68,16,2888.72
C00844,2021-11-02,46,Female,Kolkata,UPI,45,9,2387.81
C00845,2020-06-21,21,Female,Hyderabad,COD,32,11,2746.17
C00846,2022-03-25,24,Female,Kolkata,COD,4,19,933.23
C00847,2023-03-18,45,Male,Kolkata,CreditCard,65,1,833.47
C00848,2020-03-20,45,Female,Mumbai,COD,97,15,317.52
C00849,2022-06-04,21,Male,Delhi,UPI,71,14,2208.48
C00850,2023-05-21,39,Female,Delhi,UPI,73,12,2831.16
C00851,2020-07-21,29,Female,Kolkata,DebitCard,65,17,804.73
C00852,2022-02-02,62,Male,Chennai,Wallet,80,19,2019.75
C00853,2023-06-06,20,Female,Delhi,COD,18,13,2315.44
C00854,2024-08-26,39,Female,Kolkata,Wallet,54,17,2804.56
C00855,2023-06-04,61,Male,Delhi,Wallet,47,1,2046.52
C00856,2024-08-09,19,Female,Chennai,Wallet,6,1,2919.79
C00857,2024-04-04,41,Male,Hyderabad,Wallet,66,2,1230.62
C00858,2024-01-04,51,Female,Kolkata,UPI,9,4,1244.81
C00859,2023-11-26,44,Female,Bangalore,COD,68,15,1766.13
C00860,2020-02-16,58,Female,Bangalore,DebitCard,23,14,1335.46
C00861,2023-06-10,18,Female,Kolkata,Wallet,43,11,303.85
C00862,2023-08-21,25,Female,Mumbai,DebitCard,51,8,2275.78
C00863,2024-03-29,40,Female,Hyderabad,UPI,72,13,2329.64
C00864,2023-03-12,55,Male,Mumbai,UPI,25,15,2316.83
C00865,2023-12-09,23,Female,Bangalore,CreditCard,80,10,1231.56
C00866,2024-03-16,39,Male,Chennai,Wallet,35,5,1710.18
C00867,2023-10-28,42,Female,Kolkata,CreditCard,17,9,1271.93
C00868,2024-05-08,35,Male,Delhi,DebitCard,18,7,343.3
C00869,2023-07-06,34,Male,Bangalore,COD,27,15,1818.61
C00870,2021-10-17,29,Female,Hyderabad,CreditCard,15,2,634.15
C00871,2021-04-15,23,Male,Bangalore,UPI,81,1,516.11
C00872,2022-08-28,43,Male,Hyderabad,Wallet,69,15,2339.85
C00873,2022-11-01,44,Male,Hyderabad,DebitCard,80,18,325.67
C00874,2023-09-15,25,Male,Kolkata,UPI,15,8,2889.32
C00875,2022-01-05,36,Male,Hyderabad,COD,42,15,1691.19
C00876,2022-02-22,59,Male,Mumbai,Wallet,34,3,2954.14
C00877,2022-08-25,18,Male,Chennai,COD,48,9,456.59
C00878,2020-12-23,46,Male,Bangalore,COD,83,18,1875.53
C00879,2022-08-29,62,Female,Chennai,Wallet,8,12,1243.18
C00880,2023-12-02,52,Male,Delhi,Wallet,10,17,2577.4
C00881,2021-10-29,57,Female,Bangalore,COD,5,14,1275.3
C00882,2021-01-07,31,Female,Chennai,DebitCard,48,3,1003.32
C00883,2022-10-28,52,Male,Chennai,Wallet,26,8,2615.39
C00884,2023-02-19,62,Female,Kolkata,UPI,86,3,1311.56
C00885,2023-10-03,37,Female,Kolkata,CreditCard,23,15,345.45
C00886,2021-11-06,30,Other,Delhi,DebitCard,62,14,1353.78
C00887,2020-03-30,55,Female,Hyderabad,Wallet,13,1,2067.21
C00888,2024-07-29,63,Male,Bangalore,Wallet,9,13,986.77
C00889,2021-11-28,25,Female,Kolkata,DebitCard,20,2,1466.37
C00890,2023-09-01,60,Female,Bangalore,CreditCard,92,3,453.13
C00891,2023-04-16,37,Female,Delhi,COD,57,0,1887.85
C00892,2021-06-23,50,Male,Kolkata,UPI,24,8,2342.0
C00893,2022-01-01,43,Female,Kolkata,Wallet,33,16,1415.94
C00894,2022-05-18,56,Female,Hyderabad,CreditCard,20,13,1434.63
C00895,2020-02-10,38,Male,Bangalore,UPI,60,16,538.36
C00896,2022-01-09,59,Male,Bangalore,DebitCard,48,0,845.24
C00897,2024-09-23,60,Male,Bangalore,Wallet,64,9,717.62
C00898,2021-05-16,58,Female,Hyderabad,COD,30,15,1600.56
C00899,2022-08-16,26,Female,Kolkata,DebitCard,73,18,1728.99
C00900,2023-03-14,41,Female,Delhi,Wallet,17,2,2862.14
C00901,2023-05-09,54,Male,Bangalore,CreditCard,14,11,497.73
C00902,2022-07-17,58,Female,Chennai,UPI,19,2,1919.64
C00903,2024-10-13,34,Male,Hyderabad,UPI,71,14,1721.55
C00904,2021-04-05,41,Male,Mumbai,Wallet,59,16,1693.83
C00905,2022-01-01,38,Female,Delhi,DebitCard,67,17,2657.53
C00906,2022-01-21,56,Other,Chennai,COD,97,6,854.95
C00907,2022-07-13,58,Female,Bangalore,CreditCard,44,18,410.09
C00908,2022-06-27,56,Female,Mumbai,Wallet,32,6,2115.13
C00909,2024-04-30,30,Male,Delhi,CreditCard,11,4,1231.93
C00910,2024-04-19,28,Male,Hyderabad,UPI,2,7,347.49
C00911,2023-06-30,63,Female,Mumbai,COD,90,15,978.71
C00912,2021-01-24,36,Female,Kolkata,CreditCard,68,15,1135.18
C00913,2024-06-05,28,Male,Mumbai,Wallet,17,18,1965.46
C00914,2022-06-01,30,Male,Chennai,COD,81,14,765.98
C00915,2020-09-12,63,Male,Delhi,DebitCard,92,6,1415.25
C00916,2021-12-09,62,Female,Chennai,Wallet,94,4,1602.68
C00917,2021-03-25,18,Male,Chennai,CreditCard,40,10,1539.94
C00918,2020-01-10,57,Male,Bangalore,COD,87,9,2929.64
C00919,2022-04-03,61,Male,Hyderabad,Wallet,46,8,422.86
C00920,2022-03-08,36,Male,Mumbai,COD,88,0,2867.61
C00921,2023-06-19,29,Female,Delhi,COD,93,19,1871.23
C00922,2023-06-28,25,Male,Kolkata,COD,4,0,2448.46
C00923,2022-05-26,25,Female,Hyderabad,CreditCard,38,7,1462.06
C00924,2022-10-25,62,Female,Hyderabad,Wallet,63,2,1525.36
C00925,2023-02-16,29,Female,Delhi,UPI,29,1,2674.18
C00926,2022-10-12,50,Male,Hyderabad,UPI,19,3,2719.02
C00927,2024-12-29,62,Other,Bangalore,CreditCard,91,18,944.46
C00928,2021-01-08,43,Female,Hyderabad,CreditCard,29,10,837.95
C00929,2022-12-24,56,Other,Bangalore,COD,35,4,1639.83
C00930,2020-05-25,45,Female,Mumbai,Wallet,70,9,2730.75
C00931,2020-08-11,22,Male,Mumbai,Wallet,23,7,1170.36
C00932,2023-06-16,25,Male,Chennai,DebitCard,46,12,2060.44
C00933,2020-06-25,42,Male,Bangalore,DebitCard,44,4,2212.01
C00934,2024-12-07,44,Female,Kolkata,UPI,48,11,2402.42
C00935,2022-05-02,63,Male,Mumbai,DebitCard,52,12,1822.6
C00936,2023-07-29,40,Male,Hyderabad,DebitCard,8,7,1386.63
C00937,2020-03-03,47,Male,Delhi,UPI,55,14,2910.94
C00938,2023-05-25,62,Male,Delhi,UPI,66,12,1950.59
C00939,2022-04-06,64,Male,Bangalore,DebitCard,77,0,2267.13
C00940,2022-03-05,40,Male,Kolkata,Wallet,40,5,1231.45
C00941,2021-11-19,64,Male,Chennai,DebitCard,85,10,2108.86
C00942,2024-01-24,37,Male,Hyderabad,COD,31,12,996.05
C00943,2024-06-21,35,Male,Bangalore,COD,48,19,961.76
C00944,2020-04-14,35,Male,Delhi,COD,61,0,2229.75
C00945,2023-01-27,19,Female,Bangalore,CreditCard,52,10,1707.77
C00946,2021-05-25,21,Female,Hyderabad,COD,38,10,2144.85
C00947,2021-01-19,47,Male,Kolkata,Wallet,91,7,1027.48
C00948,2021-02-08,50,Male,Kolkata,CreditCard,36,2,1916.55
C00949,2022-04-02,53,Female,Mumbai,CreditCard,87,18,1498.62
C00950,2021-06-01,35,Female,Hyderabad,COD,55,11,1911.79
C00951,2021-04-20,54,Female,Mumbai,DebitCard,85,5,1085.38
C00952,2021-12-09,36,Female,Mumbai,UPI,13,7,2231.72
C00953,2024-07-26,64,Male,Mumbai,DebitCard,37,4,2476.01
C00954,2022-02-09,45,Male,Bangalore,DebitCard,47,9,1001.77
C00955,2023-12-31,57,Male,Delhi,CreditCard,90,15,1111.68
C00956,2022-11-12,37,Female,Kolkata,CreditCard,71,11,2085.12
C00957,2022-09-23,50,Female,Bangalore,CreditCard,22,16,2178.08
C00958,2024-05-07,29,Female,Delhi,Wallet,39,5,2201.07
C00959,2021-11-07,32,Male,Kolkata,Wallet,87,8,2143.29
C00960,2021-12-14,58,Female,Hyderabad,UPI,58,9,1360.58
C00961,2024-01-21,56,Male,Kolkata,CreditCard,30,19,1366.1
C00962,2020-03-23,19,Male,Kolkata,COD,18,13,988.01
C00963,2023-03-14,46,Male,Kolkata,CreditCard,18,13,723.45
C00964,2023-01-13,58,Female,Chennai,Wallet,74,16,2169.96
C00965,2023-01-06,27,Male,Hyderabad,CreditCard,39,15,551.61
C00966,2021-04-01,19,Female,Bangalore,Wallet,94,3,2832.04
C00967,2020-01-01,28,Male,Bangalore,CreditCard,26,1,2532.05
C00968,2020-02-20,30,Female,Delhi,COD,71,15,2615.27
C00969,2021-11-15,27,Female,Bangalore,UPI,7,0,2748.01
C00970,2021-12-17,31,Male,Mumbai,COD,69,2,1403.23
C00971,2024-11-30,35,Female,Kolkata,Wallet,65,10,2586.09
C00972,2024-01-09,26,Female,Bangalore,DebitCard,46,15,726.77
C00973,2021-03-24,56,Female,Delhi,COD,18,17,358.43
C00974,2022-05-30,45,Female,Delhi,CreditCard,13,14,2419.21
C00975,2021-05-02,20,Female,Mumbai,UPI,25,8,501.95
C00976,2024-12-28,37,Male,Delhi,CreditCard,8,11,2969.02
C00977,2020-02-03,23,Female,Chennai,CreditCard,74,17,2121.95
C00978,2023-10-03,44,Male,Kolkata,COD,32,4,2334.31
C00979,2020-04-04,19,Male,Kolkata,UPI,17,7,963.67
C00980,2022-12-31,46,Male,Kolkata,DebitCard,79,2,2119.44
C00981,2024-04-23,55,Female,Hyderabad,CreditCard,79,1,416.69
C00982,2020-06-02,20,Female,Bangalore,UPI,48,18,2562.13
C00983,2020-09-06,33,Male,Chennai,DebitCard,63,7,757.99
C00984,2021-11-04,47,Female,Bangalore,CreditCard,40,1,2182.87
C00985,2021-03-13,57,Female,Chennai,UPI,84,18,906.1
C00986,2020-04-27,19,Male,Bangalore,COD,15,0,484.82
C00987,2022-02-09,34,Male,Mumbai,CreditCard,99,12,1600.03
C00988,2023-08-22,58,Female,Delhi,CreditCard,6,19,757.07
C00989,2020-09-24,29,Male,Delhi,UPI,94,16,2269.5
C00990,2022-12-13,52,Female,Mumbai,CreditCard,63,2,941.43
C00991,2020-08-23,60,Male,Chennai,DebitCard,8,8,1224.68
C00992,2021-01-23,18,Male,Hyderabad,CreditCard,95,4,1832.09
C00993,2022-09-16,62,Female,Chennai,Wallet,32,5,1069.41
C00994,2024-10-23,32,Female,Delhi,DebitCard,45,3,1320.57
C00995,2022-02-01,43,Female,Hyderabad,UPI,52,16,2502.18
C00996,2021-02-04,54,Female,Bangalore,DebitCard,79,15,783.87
C00997,2021-09-15,38,Female,Hyderabad,Wallet,82,15,521.94
C00998,2022-02-05,48,Female,Chennai,Wallet,13,10,1186.57
C00999,2023-08-19,42,Male,Mumbai,CreditCard,24,1,1445.82
C01000,2022-07-07,40,Female,Bangalore,CreditCard,40,16,1765.18
C01001,2023-05-15,41,Male,Chennai,COD,14,14,1305.54
C01002,2023-06-06,55,Female,Bangalore,DebitCard,92,17,2432.76
C01003,2022-05-02,45,Male,Hyderabad,COD,75,9,406.16
C01004,2021-07-31,38,Female,Delhi,Wallet,70,5,1465.77
C01005,2020-03-15,60,Male,Chennai,CreditCard,62,15,1332.09
C01006,2021-03-10,35,Female,Mumbai,CreditCard,89,4,2048.46
C01007,2020-04-12,53,Female,Hyderabad,CreditCard,61,11,2908.95
C01008,2023-12-16,52,Male,Chennai,UPI,1,5,1678.01
C01009,2024-09-23,62,Female,Mumbai,Wallet,89,13,2964.57
C01010,2022-02-02,26,Male,Chennai,CreditCard,66,15,1116.07
C01011,2022-01-07,55,Female,Hyderabad,Wallet,32,6,383.34
C01012,2022-03-16,47,Female,Chennai,CreditCard,13,1,747.29
C01013,2023-08-22,61,Male,Bangalore,DebitCard,33,5,1366.84
C01014,2020-04-07,51,Female,Hyderabad,Wallet,32,8,1154.1
C01015,2022-03-08,49,Male,Chennai,COD,56,6,562.05
C01016,2023-09-20,20,Male,Delhi,UPI,24,1,1468.18
C01017,2022-05-08,20,Female,Chennai,COD,91,18,1212.91
C01018,2021-03-10,45,Male,Bangalore,Wallet,4,7,631.07
C01019,2021-03-22,61,Other,Mumbai,CreditCard,88,10,1099.52
C01020,2023-08-24,32,Female,Mumbai,Wallet,23,3,2693.38
C01021,2020-09-05,58,Male,Mumbai,UPI,29,15,1115.53
C01022,2020-06-14,40,Female,Delhi,Wallet,98,17,2227.68
C01023,2024-02-13,57,Male,Bangalore,CreditCard,21,12,1952.53
C01024,2022-09-10,28,Male,Hyderabad,COD,30,4,1453.39
C01025,2023-09-20,49,Male,Mumbai,DebitCard,90,1,945.37
C01026,2022-10-16,53,Male,Bangalore,COD,20,10,1296.34
C01027,2021-06-25,50,Male,Chennai,CreditCard,16,0,1898.69
C01028,2022-01-28,41,Male,Delhi,CreditCard,67,12,1247.03
C01029,2023-02-03,56,Other,Bangalore,UPI,49,4,880.22
C01030,2024-05-05,51,Female,Bangalore,Wallet,58,17,614.45
C01031,2020-03-21,45,Female,Hyderabad,Wallet,44,13,2675.37
C01032,2020-05-12,54,Female,Bangalore,COD,25,12,1488.85
C01033,2022-03-07,24,Female,Hyderabad,DebitCard,23,6,1988.06
C01034,2022-06-18,21,Male,Delhi,DebitCard,59,7,1624.11
C01035,2020-05-17,54,Female,Delhi,UPI,1,17,2655.93
C01036,2020-07-02,18,Other,Chennai,CreditCard,97,6,1776.72
C01037,2023-11-25,18,Male,Hyderabad,UPI,15,19,1598.11
C01038,2023-09-15,64,Female,Hyderabad,Wallet,81,16,2796.42
C01039,2022-02-23,37,Female,Mumbai,CreditCard,98,15,2243.16
C01040,2024-03-11,36,Female,Mumbai,UPI,81,10,601.18
C01041,2022-09-10,46,Female,Chennai,COD,52,18,779.8
C01042,2020-03-09,27,Male,Delhi,Wallet,58,0,2425.23
C01043,2021-06-29,35,Male,Kolkata,DebitCard,41,7,2556.8
C01044,2024-12-02,45,Male,Mumbai,UPI,44,0,1772.02
C01045,2020-02-22,52,Female,Bangalore,Wallet,4,8,1797.03
C01046,2024-01-13,60,Male,Delhi,Wallet,77,18,2006.22
C01047,2020-07-23,64,Female,Kolkata,DebitCard,68,8,1485.61
C01048,2020-05-05,48,Male,Bangalore,DebitCard,7,9,2136.54
C01049,2024-11-05,44,Male,Hyderabad,DebitCard,46,10,592.9
C01050,2020-02-12,28,Male,Delhi,UPI,9,0,2895.45
C01051,2024-11-10,55,Female,Chennai,DebitCard,87,19,2325.42
C01052,2020-04-20,22,Male,Hyderabad,COD,33,7,2004.17
C01053,2022-01-30,25,Male,Hyderabad,Wallet,33,19,1154.07
C01054,2024-08-13,51,Female,Bangalore,DebitCard,84,11,734.58
C01055,2023-04-21,29,Male,Hyderabad,Wallet,4,0,1405.23
C01056,2022-04-27,55,Male,Mumbai,CreditCard,65,9,2086.26
C01057,2020-04-04,18,Female,Delhi,CreditCard,34,3,2011.02
C01058,2023-10-29,48,Female,Mumbai,DebitCard,91,14,1333.13
C01059,2024-03-23,21,Male,Bangalore,Wallet,85,18,1955.87
C01060,2022-06-18,62,Female,Kolkata,CreditCard,88,5,2497.12
C01061,2020-12-25,22,Other,Bangalore,DebitCard,79,4,370.97
C01062,2022-06-18,47,Female,Delhi,Wallet,99,4,1516.68
C01063,2024-09-15,41,Female,Hyderabad,DebitCard,64,17,2348.1
C01064,2020-10-07,20,Female,Chennai,Wallet,25,2,1774.59
C01065,2023-05-03,28,Female,Bangalore,CreditCard,55,1,2058.99
C01066,2023-05-03,62,Female,Delhi,DebitCard,9,3,1695.03
C01067,2021-10-28,21,Male,Chennai,CreditCard,17,17,2978.06
C01068,2020-04-02,43,Female,Hyderabad,DebitCard,21,8,447.48
C01069,2021-11-02,44,Female,Kolkata,UPI,60,18,1625.82
C01070,2020-03-01,63,Male,Bangalore,CreditCard,13,9,546.82
C01071,2021-09-25,60,Male,Kolkata,CreditCard,3,14,731.42
C01072,2022-12-10,44,Female,Delhi,COD,68,0,1334.2
C01073,2023-11-27,59,Female,Kolkata,CreditCard,4,10,719.96
C01074,2024-12-17,23,Male,Kolkata,Wallet,92,13,2901.96
C01075,2022-10-25,32,Female,Delhi,DebitCard,7,9,2856.33
C01076,2024-01-29,47,Male,Delhi,UPI,26,18,1207.5
C01077,2021-08-26,59,Male,Bangalore,Wallet,75,15,2027.32
C01078,2021-11-12,54,Female,Kolkata,Wallet,24,7,1741.13
C01079,2021-06-17,54,Male,Chennai,Wallet,10,1,2502.08
C01080,2023-11-29,59,Male,Delhi,Wallet,13,6,1994.1
C01081,2022-04-17,54,Female,Hyderabad,UPI,44,18,300.68
C01082,2024-03-16,52,Male,Kolkata,COD,39,6,2360.57
C01083,2021-10-06,40,Male,Delhi,CreditCard,19,14,2316.49
C01084,2020-08-20,23,Other,Chennai,Wallet,51,7,1676.25
C01085,2021-06-07,21,Female,Bangalore,CreditCard,19,13,2737.88
C01086,2020-12-11,35,Female,Kolkata,CreditCard,76,0,2752.8
C01087,2022-12-05,26,Female,Delhi,Wallet,52,12,1714.56
C01088,2021-06-29,46,Male,Delhi,COD,86,2,1941.57
C01089,2023-01-06,30,Female,Hyderabad,CreditCard,47,5,2990.61
C01090,2024-10-19,64,Female,Hyderabad,DebitCard,30,18,1106.81
C01091,2023-01-01,34,Female,Kolkata,CreditCard,46,14,1176.47
C01092,2022-03-04,62,Female,Delhi,Wallet,76,3,793.49
C01093,2020-09-05,49,Female,Kolkata,UPI,93,2,2718.84
C01094,2020-02-16,39,Male,Delhi,CreditCard,21,3,2310.12
C01095,2023-02-18,21,Male,Hyderabad,COD,75,4,585.24
C01096,2020-08-01,22,Female,Chennai,DebitCard,48,17,2950.77
C01097,2020-08-26,54,Female,Mumbai,DebitCard,62,9,2273.6
C01098,2022-12-15,58,Female,Mumbai,UPI,58,7,2596.41
C01099,2020-12-15,30,Male,Delhi,UPI,18,11,430.01
C01100,2020-04-16,51,Female,Hyderabad,CreditCard,59,2,1663.39
C01101,2022-04-10,62,Female,Bangalore,Wallet,91,17,2186.22
C01102,2020-02-17,39,Female,Bangalore,COD,48,7,1765.96
C01103,2024-05-15,40,Female,Mumbai,DebitCard,63,0,2099.95
C01104,2020-12-02,20,Female,Chennai,UPI,12,13,2508.26
C01105,2022-11-15,59,Female,Mumbai,COD,87,12,1310.71
C01106,2022-03-14,51,Female,Delhi,Wallet,34,11,2591.41
C01107,2023-07-04,49,Female,Chennai,DebitCard,61,2,739.87
C01108,2020-01-08,62,Female,Bangalore,DebitCard,87,17,1031.39
C01109,2021-09-16,38,Female,Hyderabad,Wallet,53,12,417.03
C01110,2023-06-30,63,Female,Hyderabad,DebitCard,25,14,1283.95
C01111,2024-09-11,61,Female,Delhi,Wallet,62,9,1325.76
C01112,2021-12-19,38,Female,Mumbai,DebitCard,4,0,2474.23
C01113,2020-10-29,61,Male,Delhi,CreditCard,94,5,2063.45
C01114,2021-09-30,28,Male,Hyderabad,Wallet,94,8,1479.15
C01115,2020-02-25,56,Other,Bangalore,COD,13,9,2060.71
C01116,2021-12-26,21,Female,Hyderabad,CreditCard,42,14,442.52
C01117,2021-06-09,18,Female,Chennai,COD,49,8,786.73
C01118,2021-04-18,45,Female,Kolkata,DebitCard,78,13,1992.76
C01119,2020-01-28,41,Female,Hyderabad,COD,56,10,2031.69
C01120,2020-03-18,52,Female,Hyderabad,CreditCard,47,6,2390.16
C01121,2023-05-24,30,Female,Kolkata,Wallet,8,1,1388.1
C01122,2023-11-10,64,Female,Chennai,UPI,55,13,2250.9
C01123,2020-12-30,51,Male,Mumbai,COD,88,5,2146.75
C01124,2021-10-27,28,Male,Hyderabad,UPI,18,4,2901.16
C01125,2021-06-09,53,Male,Delhi,COD,35,4,880.85
C01126,2021-11-29,34,Male,Hyderabad,COD,89,18,1789.53
C01127,2023-08-28,52,Female,Delhi,Wallet,81,18,1924.76
C01128,2022-06-01,35,Male,Chennai,DebitCard,32,5,2996.35
C01129,2022-10-27,57,Male,Hyderabad,CreditCard,24,9,843.2
C01130,2022-10-23,39,Male,Chennai,CreditCard,7,13,1712.69
C01131,2024-07-04,41,Male,Chennai,CreditCard,13,16,1234.7
C01132,2022-07-07,36,Female,Mumbai,DebitCard,91,2,1719.91
C01133,2022-01-19,54,Female,Hyderabad,UPI,69,0,926.75
C01134,2020-12-28,56,Female,Delhi,CreditCard,90,9,428.55
C01135,2024-11-09,38,Male,Delhi,UPI,42,2,1845.93
C01136,2024-03-11,25,Male,Hyderabad,DebitCard,31,4,1206.81
C01137,2023-07-21,45,Male,Kolkata,DebitCard,74,18,791.24
C01138,2024-03-09,22,Female,Mumbai,Wallet,26,9,1174.63
C01139,2022-03-16,34,Male,Mumbai,CreditCard,86,15,433.06
C01140,2022-01-08,54,Female,Mumbai,Wallet,76,0,2866.19
C01141,2022-11-04,53,Male,Delhi,CreditCard,32,5,1869.1
C01142,2023-04-30,36,Female,Chennai,DebitCard,91,8,2499.88
C01143,2024-07-12,44,Male,Kolkata,DebitCard,97,4,1442.42
C01144,2021-04-29,51,Male,Mumbai,COD,52,13,2738.95
C01145,2020-01-28,28,Female,Delhi,COD,20,9,1604.96
C01146,2021-12-14,62,Male,Delhi,DebitCard,40,1,1849.65
C01147,2022-11-28,64,Male,Chennai,DebitCard,59,4,1627.84
C01148,2023-07-20,29,Female,Hyderabad,UPI,77,0,2279.85
C01149,2023-06-08,38,Female,Hyderabad,UPI,14,9,1829.97
C01150,2020-03-26,28,Female,Mumbai,Wallet,44,8,1033.32
C01151,2024-02-06,56,Male,Mumbai,COD,86,2,692.96
C01152,2020-05-05,45,Male,Kolkata,COD,82,14,1936.54
C01153,2022-03-22,22,Male,Chennai,DebitCard,48,3,1620.79
C01154,2021-06-20,34,Male,Mumbai,DebitCard,93,12,559.13
C01155,2020-05-24,37,Female,Chennai,Wallet,43,5,1368.17
C01156,2024-03-28,58,Female,Delhi,COD,16,19,1689.9
C01157,2023-05-20,63,Male,Mumbai,UPI,35,16,2532.61
C01158,2020-01-25,29,Female,Delhi,CreditCard,53,4,505.47
C01159,2024-05-22,23,Male,Bangalore,Wallet,34,14,1240.94
C01160,2023-11-18,34,Female,Chennai,CreditCard,3,7,2521.17
C01161,2020-03-07,36,Male,Bangalore,UPI,68,4,2050.74
C01162,2020-08-20,43,Male,Mumbai,UPI,5,12,1082.89
C01163,2020-04-18,61,Female,Delhi,CreditCard,10,0,2582.4
C01164,2023-03-15,61,Female,Mumbai,Wallet,52,0,1631.89
C01165,2020-04-20,49,Female,Bangalore,CreditCard,29,6,1645.55
C01166,2020-08-15,23,Male,Mumbai,Wallet,96,4,2936.79
C01167,2020-04-20,53,Male,Kolkata,Wallet,31,13,2857.21
C01168,2024-02-02,55,Female,Hyderabad,DebitCard,66,14,1268.04
C01169,2020-02-03,28,Male,Bangalore,COD,76,16,679.56
C01170,2021-09-14,50,Female,Mumbai,COD,91,17,1179.3
C01171,2024-12-04,41,Male,Delhi,UPI,69,6,382.3
C01172,2023-10-24,40,Female,Mumbai,DebitCard,37,17,356.07
C01173,2022-01-17,32,Female,Delhi,COD,27,18,1367.91
C01174,2021-08-17,44,Male,Hyderabad,Wallet,87,19,2840.75
C01175,2024-04-26,28,Female,Mumbai,Wallet,33,6,2652.66
C01176,2021-02-28,34,Female,Hyderabad,CreditCard,68,7,1680.9
C01177,2021-09-04,31,Male,Bangalore,CreditCard,59,12,1826.11
C01178,2024-03-21,44,Female,Delhi,Wallet,64,17,316.02
C01179,2021-11-22,35,Female,Kolkata,Wallet,85,10,881.85
C01180,2023-07-29,45,Male,Bangalore,CreditCard,88,8,366.89
C01181,2023-09-05,64,Male,Delhi,COD,44,0,2337.26
