return_id,order_id,return_date,return_reason,refund_amount,pickup_delay_days
R006584,O006585,2024-03-24 03:00:00,Other,3080.01,5
R005553,O005554,2024-08-28 21:00:00,Defective,1518.38,1
R002117,O002118,2024-11-05 21:00:00,Defective,3513.82,2
R016243,O016244,2023-06-19 17:00:00,Size Issue,3268.24,1
R018725,O018726,2025-03-20 11:00:00,Changed Mind,6394.64,1
R015976,O015977,2025-04-06 11:00:00,Wrong Item,2444.92,5
R013789,O013790,2023-07-31 11:00:00,Size Issue,2260.78,5
R016941,O016942,2025-02-07 16:00:00,Size Issue,5575.08,5
R003860,O003861,2024-09-25 14:00:00,Changed Mind,2037.08,2
R004794,O004795,2024-10-30 05:00:00,Defective,12535.56,3
R006070,O006071,2023-03-11 14:00:00,Wrong Item,15961.92,6
R018240,O018241,2023-08-18 01:00:00,Defective,13477.24,4
R011091,O011092,2025-03-27 07:00:00,Wrong Item,2430.63,5
R012834,O012835,2023-03-08 13:00:00,Wrong Item,3465.48,5
R016483,O016484,2024-08-29 14:00:00,Defective,8809.22,6
R018294,O018295,2025-08-31 13:00:00,Other,8334.119999999999,2
R005031,O005032,2025-08-29 18:00:00,Defective,1026.02,2
R016944,O016945,2025-02-11 16:00:00,Size Issue,1290.17,3
R003242,O003243,2023-06-10 18:00:00,Defective,14771.25,6
R006141,O006142,2023-03-24 14:00:00,Wrong Item,6949.32,4
R016266,O016267,2024-10-11 13:00:00,Changed Mind,1531.06,1
R007268,O007269,2023-08-01 09:00:00,Size Issue,1001.52,1
R011465,O011466,2023-09-07 11:00:00,Wrong Item,1662.4,4
R004375,O004376,2025-04-27 04:00:00,Wrong Item,3157.35,5
R006281,O006282,2024-06-23 07:00:00,Changed Mind,7504.14,2
R001441,O001442,2024-10-01 08:00:00,Changed Mind,8738.72,2
R002386,O002387,2025-02-09 09:00:00,Other,6304.3,4
R006045,O006046,2024-06-20 06:00:00,Size Issue,16905.0,5
R018568,O018569,2023-08-07 16:00:00,Defective,5260.38,2
R003699,O003700,2024-05-04 13:00:00,Other,3653.28,3
R007559,O007560,2023-11-04 05:00:00,Other,8301.56,3
R017573,O017574,2023-08-16 11:00:00,Changed Mind,7582.92,1
R003798,O003799,2023-11-10 11:00:00,Other,14096.32,5
R002214,O002215,2023-03-24 12:00:00,Wrong Item,5786.12,3
R010447,O010448,2023-10-30 12:00:00,Defective,1250.13,4
R003821,O003822,2023-05-26 17:00:00,Size Issue,9899.42,3
R012609,O012610,2023-03-11 07:00:00,Size Issue,8611.66,3
R018005,O018006,2023-09-16 19:00:00,Size Issue,3398.94,3
R007403,O007404,2025-05-07 13:00:00,Size Issue,9212.82,4
R013400,O013401,2024-08-26 00:00:00,Defective,4556.54,6
R007594,O007595,2023-05-13 15:00:00,Defective,1592.7,4
R004265,O004266,2024-11-01 08:00:00,Changed Mind,4803.34,4
R017200,O017201,2024-11-03 12:00:00,Size Issue,7692.48,6
R016580,O016581,2025-06-19 11:00:00,Changed Mind,3994.14,1
R012262,O012263,2023-03-30 08:00:00,Defective,7996.36,6
R007589,O007590,2023-12-27 06:00:00,Defective,4835.73,1
R007453,O007454,2025-07-05 10:00:00,Defective,10576.32,3
R005770,O005771,2025-06-25 00:00:00,Changed Mind,14693.84,3
R009367,O009368,2024-05-19 15:00:00,Defective,9022.72,6
R006002,O006003,2024-09-21 00:00:00,Changed Mind,1252.56,3
R006706,O006707,2024-04-07 15:00:00,Changed Mind,10861.48,6
R004743,O004744,2025-03-05 11:00:00,Wrong Item,3206.94,3
R008188,O008189,2024-10-10 02:00:00,Changed Mind,2404.4,1
R002145,O002146,2023-12-28 12:00:00,Changed Mind,1385.74,1
R002794,O002795,2023-03-17 23:00:00,Size Issue,4075.54,4
R000921,O000922,2024-04-06 23:00:00,Changed Mind,14278.0,4
R001086,O001087,2023-12-28 17:00:00,Defective,9708.12,5
R012642,O012643,2025-01-05 02:00:00,Size Issue,3845.25,1
R001838,O001839,2023-08-07 14:00:00,Defective,3973.0,1
R013618,O013619,2025-02-23 14:00:00,Defective,1054.72,5
R007303,O007304,2024-01-20 19:00:00,Other,4352.97,2
R010048,O010049,2023-08-23 05:00:00,Defective,2817.57,5
R000977,O000978,2024-03-14 10:00:00,Defective,10414.76,4
R006659,O006660,2023-11-01 21:00:00,Wrong Item,7834.4400000000005,3
R016020,O016021,2024-05-04 22:00:00,Other,6851.04,4
R010440,O010441,2024-04-14 08:00:00,Size Issue,9286.32,5
R014876,O014877,2023-12-05 11:00:00,Other,13788.32,1
R000651,O000652,2024-08-19 16:00:00,Changed Mind,8016.34,6
R007198,O007199,2025-08-05 02:00:00,Wrong Item,4194.51,3
R005274,O005275,2025-03-13 02:00:00,Size Issue,7348.98,5
R019318,O019319,2025-05-07 10:00:00,Other,2825.62,1
R001362,O001363,2025-07-06 20:00:00,Defective,13299.12,4
R009842,O009843,2025-07-06 18:00:00,Wrong Item,5305.32,2
R004819,O004820,2024-06-27 17:00:00,Wrong Item,2441.83,6
R004219,O004220,2023-09-04 03:00:00,Changed Mind,7577.46,5
R006879,O006880,2024-09-08 04:00:00,Other,4781.76,3
R008654,O008655,2024-11-29 10:00:00,Changed Mind,3935.8500000000004,2
R003474,O003475,2025-03-20 00:00:00,Changed Mind,3728.1,4
R017187,O017188,2024-07-21 20:00:00,Wrong Item,18546.52,5
R005116,O005117,2024-09-11 01:00:00,Wrong Item,8540.04,5
R007975,O007976,2023-12-09 11:00:00,Other,314.42,2
R007517,O007518,2025-09-17 08:00:00,Changed Mind,4061.2799999999997,1
R014236,O014237,2024-12-21 23:00:00,Size Issue,1867.92,1
R005438,O005439,2025-01-22 17:00:00,Changed Mind,14343.12,6
R001288,O001289,2024-05-11 21:00:00,Other,16438.92,3
R018033,O018034,2023-08-20 03:00:00,Wrong Item,16435.52,4
R008546,O008547,2024-07-11 01:00:00,Wrong Item,10449.16,1
R011799,O011800,2024-11-16 19:00:00,Wrong Item,4923.46,3
R010172,O010173,2023-09-23 23:00:00,Changed Mind,14857.199999999999,4
R017223,O017224,2025-07-06 17:00:00,Size Issue,2221.62,5
R010977,O010978,2023-10-04 13:00:00,Size Issue,5389.52,5
R018613,O018614,2024-02-21 11:00:00,Size Issue,19233.96,1
R005550,O005551,2024-08-24 09:00:00,Wrong Item,1687.52,6
R018157,O018158,2023-12-19 05:00:00,Size Issue,14475.0,2
R017798,O017799,2023-08-01 10:00:00,Size Issue,2689.52,2
R006880,O006881,2023-05-07 23:00:00,Other,14980.32,1
R011860,O011861,2024-10-18 10:00:00,Size Issue,1695.57,3
R002988,O002989,2024-12-10 17:00:00,Defective,1947.6,6
R014674,O014675,2023-07-12 23:00:00,Other,1779.73,1
R005954,O005955,2024-04-19 01:00:00,Other,12607.26,5
R003263,O003264,2024-03-13 01:00:00,Wrong Item,3899.8,3
R000327,O000328,2023-11-01 12:00:00,Size Issue,10344.539999999999,2
R006424,O006425,2024-02-05 15:00:00,Wrong Item,2814.54,2
R009614,O009615,2025-03-14 23:00:00,Other,985.92,1
R017062,O017063,2025-04-25 07:00:00,Changed Mind,11665.2,1
R007717,O007718,2025-07-25 10:00:00,Changed Mind,7625.3,6
R017130,O017131,2023-03-16 03:00:00,Changed Mind,4396.88,3
R001807,O001808,2025-02-12 20:00:00,Changed Mind,4169.24,2
R005022,O005023,2025-03-31 01:00:00,Changed Mind,940.16,5
R010013,O010014,2024-03-16 05:00:00,Other,7208.700000000001,4
R013927,O013928,2024-06-11 09:00:00,Size Issue,9040.12,2
R009560,O009561,2024-05-21 05:00:00,Defective,3752.78,2
R017323,O017324,2023-02-22 14:00:00,Changed Mind,4993.73,2
R016270,O016271,2024-03-09 14:00:00,Changed Mind,10549.8,2
R001383,O001384,2024-11-26 01:00:00,Defective,5937.21,4
R003472,O003473,2024-06-24 04:00:00,Defective,9316.95,6
R019900,O019901,2024-02-29 07:00:00,Defective,2645.24,3
R002150,O002151,2025-03-20 06:00:00,Defective,8521.08,1
R005502,O005503,2024-12-25 02:00:00,Size Issue,10873.36,3
R011335,O011336,2024-03-17 21:00:00,Other,4470.04,3
R015216,O015217,2025-05-29 01:00:00,Wrong Item,9939.26,2
R009711,O009712,2023-12-25 23:00:00,Wrong Item,4939.29,5
R002752,O002753,2024-01-03 12:00:00,Changed Mind,8506.14,4
R001712,O001713,2023-08-02 04:00:00,Changed Mind,13205.61,6
R013655,O013656,2024-11-18 18:00:00,Wrong Item,7050.66,6
R014689,O014690,2024-03-23 22:00:00,Defective,2979.01,6
R018179,O018180,2025-03-27 00:00:00,Other,2010.76,6
R011750,O011751,2025-02-16 23:00:00,Wrong Item,19613.76,5
R016656,O016657,2025-02-07 05:00:00,Other,1626.0,5
R013348,O013349,2023-07-02 11:00:00,Defective,4994.58,6
R014129,O014130,2023-05-14 02:00:00,Changed Mind,13187.07,6
R014727,O014728,2023-11-18 03:00:00,Wrong Item,9379.08,2
R019673,O019674,2025-07-04 08:00:00,Defective,3531.71,2
R004525,O004526,2025-03-11 21:00:00,Size Issue,14010.57,4
R000169,O000170,2024-11-06 23:00:00,Changed Mind,2437.85,6
R004672,O004673,2023-12-31 12:00:00,Size Issue,853.62,3
R006501,O006502,2023-01-21 11:00:00,Other,9628.12,1
R002878,O002879,2025-02-05 13:00:00,Changed Mind,4481.9,1
R006063,O006064,2025-02-27 09:00:00,Defective,12051.09,1
R017287,O017288,2023-05-12 18:00:00,Size Issue,4394.82,5
R011955,O011956,2023-05-12 22:00:00,Changed Mind,1599.94,4
R010951,O010952,2023-08-09 08:00:00,Changed Mind,1794.88,3
R010389,O010390,2024-06-24 07:00:00,Size Issue,767.95,2
R013657,O013658,2023-02-06 18:00:00,Size Issue,10243.83,1
R006136,O006137,2023-12-31 03:00:00,Size Issue,2186.91,2
R010301,O010302,2025-06-12 18:00:00,Other,2212.44,6
R005937,O005938,2024-01-03 12:00:00,Wrong Item,12729.27,1
R011884,O011885,2025-01-29 02:00:00,Defective,392.99,2
R012294,O012295,2023-12-18 02:00:00,Changed Mind,5656.86,4
R003323,O003324,2024-11-21 09:00:00,Defective,4026.68,4
R014829,O014830,2023-05-21 03:00:00,Size Issue,6943.48,1
R003470,O003471,2024-11-23 18:00:00,Size Issue,1676.25,1
R013398,O013399,2025-01-17 19:00:00,Size Issue,2455.25,4
R012785,O012786,2024-01-03 21:00:00,Wrong Item,5832.12,6
R016971,O016972,2024-03-01 14:00:00,Defective,2851.86,4
R010381,O010382,2025-02-21 16:00:00,Defective,2100.66,3
R018246,O018247,2025-06-01 11:00:00,Defective,1893.12,4
R005568,O005569,2025-07-29 08:00:00,Other,12872.880000000001,6
R000137,O000138,2023-07-07 16:00:00,Other,4570.57,3
R007029,O007030,2023-03-24 05:00:00,Wrong Item,4214.65,6
R009423,O009424,2025-01-20 15:00:00,Size Issue,2941.67,3
R009841,O009842,2024-09-30 09:00:00,Size Issue,3968.19,4
R005225,O005226,2023-10-10 21:00:00,Size Issue,10114.23,1
R012712,O012713,2025-08-05 00:00:00,Wrong Item,1726.88,5
R009751,O009752,2023-11-09 13:00:00,Other,6194.32,2
R007765,O007766,2023-07-18 13:00:00,Size Issue,1162.0,1
R008048,O008049,2025-05-03 12:00:00,Size Issue,5292.8099999999995,4
R002140,O002141,2024-11-22 18:00:00,Defective,6787.469999999999,3
R003000,O003001,2023-11-16 02:00:00,Size Issue,5326.32,6
R004738,O004739,2024-08-23 06:00:00,Other,4464.08,1
R019655,O019656,2024-10-05 03:00:00,Other,1888.62,4
R007948,O007949,2025-07-12 19:00:00,Changed Mind,4323.06,5
R004441,O004442,2023-04-08 19:00:00,Size Issue,6716.849999999999,1
R007473,O007474,2024-06-26 15:00:00,Changed Mind,1338.26,5
R006669,O006670,2024-03-29 13:00:00,Changed Mind,4198.33,5
R006549,O006550,2025-06-14 15:00:00,Defective,412.86,3
R004352,O004353,2025-06-23 20:00:00,Size Issue,13250.76,4
R001397,O001398,2025-03-21 14:00:00,Changed Mind,8900.8,5
R018871,O018872,2025-04-16 11:00:00,Wrong Item,7721.44,4
R002141,O002142,2025-02-19 21:00:00,Size Issue,4173.37,2
R018513,O018514,2024-07-04 17:00:00,Other,1524.21,2
R010963,O010964,2024-01-01 01:00:00,Wrong Item,5888.4,3
R011785,O011786,2025-07-12 19:00:00,Changed Mind,5678.48,1
R013604,O013605,2023-04-10 14:00:00,Size Issue,4265.11,2
R011813,O011814,2023-03-26 04:00:00,Other,5513.49,5
R011850,O011851,2023-09-13 23:00:00,Changed Mind,4126.44,1
R004614,O004615,2025-03-10 02:00:00,Size Issue,1873.02,1
R016640,O016641,2023-05-10 21:00:00,Other,15761.6,3
R019873,O019874,2023-05-04 11:00:00,Changed Mind,4820.48,1
R017696,O017697,2024-11-21 00:00:00,Changed Mind,9328.48,4
R018705,O018706,2024-06-01 03:00:00,Wrong Item,9944.04,3
R006835,O006836,2023-02-11 13:00:00,Changed Mind,1197.69,4
R011387,O011388,2023-08-09 15:00:00,Wrong Item,8554.34,5
R016503,O016504,2024-04-18 15:00:00,Other,3657.79,2
R002312,O002313,2023-01-09 23:00:00,Changed Mind,4491.39,5
R004197,O004198,2025-05-13 02:00:00,Wrong Item,4636.86,2
R013587,O013588,2025-05-25 20:00:00,Defective,2584.87,4
R018464,O018465,2023-05-22 12:00:00,Defective,10724.04,6
R004828,O004829,2024-03-17 12:00:00,Wrong Item,316.02,5
R005199,O005200,2025-06-21 14:00:00,Changed Mind,5386.12,6
R013027,O013028,2024-10-23 14:00:00,Size Issue,15759.12,2
R008542,O008543,2024-10-09 13:00:00,Other,2282.94,4
R006225,O006226,2023-03-22 22:00:00,Other,16182.88,2
R004388,O004389,2024-06-24 18:00:00,Wrong Item,2248.44,3
R011055,O011056,2024-02-12 00:00:00,Size Issue,10379.2,3
R012454,O012455,2024-06-15 00:00:00,Size Issue,7627.72,5
R019070,O019071,2023-01-28 01:00:00,Changed Mind,17684.8,4
R011677,O011678,2023-11-23 16:00:00,Defective,13205.28,4
R012009,O012010,2023-06-05 18:00:00,Other,5363.36,6
R008086,O008087,2023-12-30 16:00:00,Other,897.54,6
R015994,O015995,2024-07-21 22:00:00,Defective,12159.210000000001,2
R000714,O000715,2024-02-27 07:00:00,Defective,1817.36,5
R005667,O005668,2025-02-04 17:00:00,Defective,12396.300000000001,5
R019991,O019992,2025-01-10 18:00:00,Defective,7306.32,1
R012535,O012536,2023-04-19 22:00:00,Wrong Item,11010.28,3
R017299,O017300,2023-01-20 04:00:00,Changed Mind,10686.210000000001,4
R012644,O012645,2024-04-01 20:00:00,Wrong Item,1046.24,3
R002676,O002677,2023-08-01 02:00:00,Wrong Item,6424.77,2
R016529,O016530,2025-07-07 19:00:00,Defective,1670.67,5
R015551,O015552,2023-01-22 12:00:00,Size Issue,7532.42,5
R000006,O000007,2024-06-28 11:00:00,Defective,10447.84,4
R002910,O002911,2024-09-30 07:00:00,Defective,3026.79,3
R005632,O005633,2023-03-23 06:00:00,Changed Mind,3737.69,2
R011550,O011551,2024-02-18 02:00:00,Other,11618.400000000001,6
R008348,O008349,2024-06-02 07:00:00,Defective,10032.57,1
R010580,O010581,2025-05-07 16:00:00,Other,10616.31,2
R002554,O002555,2024-12-10 13:00:00,Other,8644.8,6
R004546,O004547,2025-07-12 18:00:00,Other,7521.32,6
R014412,O014413,2023-03-21 19:00:00,Size Issue,10629.24,2
R015912,O015913,2024-07-09 17:00:00,Size Issue,2273.8,5
R009895,O009896,2023-10-30 15:00:00,Other,9076.12,5
R010719,O010720,2023-07-15 18:00:00,Defective,3851.33,5
R017385,O017386,2023-12-30 23:00:00,Wrong Item,5791.84,6
R017016,O017017,2024-03-27 18:00:00,Wrong Item,1820.6,1
R011935,O011936,2023-04-08 20:00:00,Other,3576.46,6
R016985,O016986,2023-09-23 09:00:00,Wrong Item,9271.7,2
R001023,O001024,2025-07-27 13:00:00,Defective,5118.64,3
R019445,O019446,2025-04-11 20:00:00,Defective,4967.08,1
R015483,O015484,2023-10-20 16:00:00,Changed Mind,873.54,1
R019397,O019398,2024-07-28 12:00:00,Wrong Item,16830.24,6
R002247,O002248,2023-10-31 11:00:00,Size Issue,814.16,4
R007285,O007286,2024-03-17 14:00:00,Size Issue,7090.14,1
R013706,O013707,2025-08-03 11:00:00,Other,1499.08,2
R011146,O011147,2023-03-20 14:00:00,Defective,8353.44,2
R013055,O013056,2025-07-09 07:00:00,Size Issue,9550.04,5
R011043,O011044,2024-05-30 02:00:00,Other,3347.85,6
R004279,O004280,2025-08-10 10:00:00,Changed Mind,2138.33,1
R005359,O005360,2025-05-30 17:00:00,Changed Mind,2865.29,6
R008153,O008154,2025-08-01 01:00:00,Wrong Item,3648.93,6
R006954,O006955,2023-12-23 10:00:00,Size Issue,561.09,6
R011433,O011434,2025-04-19 02:00:00,Other,17007.68,2
R014476,O014477,2025-01-10 18:00:00,Changed Mind,6864.96,2
R014313,O014314,2025-05-05 10:00:00,Changed Mind,2772.96,5
R017810,O017811,2023-11-19 06:00:00,Defective,966.8,4
R009773,O009774,2023-10-15 04:00:00,Defective,3408.6,4
R002111,O002112,2023-11-10 16:00:00,Changed Mind,4923.84,3
R002876,O002877,2024-04-16 21:00:00,Defective,2714.16,6
R008506,O008507,2023-10-26 14:00:00,Wrong Item,1958.88,1
R009729,O009730,2023-03-26 20:00:00,Size Issue,4183.2,5
R003204,O003205,2024-01-16 00:00:00,Changed Mind,553.9,5
R004941,O004942,2023-02-08 18:00:00,Wrong Item,14030.44,1
R004463,O004464,2024-04-18 18:00:00,Wrong Item,1564.34,2
R008124,O008125,2024-02-20 07:00:00,Other,4864.02,4
R013152,O013153,2024-11-21 03:00:00,Changed Mind,1859.4299999999998,6
R000558,O000559,2025-01-25 03:00:00,Defective,1656.38,1
R012287,O012288,2023-10-27 13:00:00,Other,12375.68,1
R003617,O003618,2023-11-14 06:00:00,Defective,1786.71,6
R005333,O005334,2025-07-12 05:00:00,Other,14761.74,2
R013740,O013741,2023-06-22 19:00:00,Other,957.1,6
R008477,O008478,2023-05-27 08:00:00,Other,8389.44,3
R004166,O004167,2025-05-28 17:00:00,Defective,2822.1,2
R018509,O018510,2025-08-08 02:00:00,Size Issue,3196.47,6
R012141,O012142,2023-12-06 22:00:00,Size Issue,9982.7,2
R007700,O007701,2023-02-18 04:00:00,Changed Mind,11121.09,5
R005216,O005217,2024-12-12 22:00:00,Changed Mind,6170.34,3
R006619,O006620,2024-06-25 09:00:00,Defective,5823.39,1
R002796,O002797,2023-07-23 16:00:00,Defective,632.18,5
R015696,O015697,2023-09-24 18:00:00,Changed Mind,9653.36,5
R012890,O012891,2023-04-26 07:00:00,Wrong Item,2373.87,3
R004153,O004154,2025-01-13 12:00:00,Size Issue,1277.8,5
R007626,O007627,2023-08-09 04:00:00,Changed Mind,2548.28,5
R019008,O019009,2025-09-06 21:00:00,Defective,2725.86,1
R017024,O017025,2023-02-17 15:00:00,Changed Mind,8222.4,5
R011282,O011283,2025-06-16 21:00:00,Defective,684.98,3
R015100,O015101,2023-06-06 16:00:00,Changed Mind,8795.130000000001,1
R004442,O004443,2024-03-07 23:00:00,Changed Mind,7054.54,2
R017741,O017742,2025-04-23 18:00:00,Defective,2694.84,3
R018399,O018400,2025-03-24 17:00:00,Other,13709.43,4
R009060,O009061,2024-10-28 06:00:00,Defective,6134.04,4
R012151,O012152,2025-05-22 07:00:00,Wrong Item,8259.18,6
R002351,O002352,2023-10-07 21:00:00,Other,3699.4,4
R019365,O019366,2024-01-03 00:00:00,Wrong Item,2593.17,5
R005337,O005338,2024-05-02 23:00:00,Defective,4967.64,5
R010969,O010970,2023-04-07 00:00:00,Defective,17782.56,4
R006119,O006120,2025-05-13 16:00:00,Size Issue,9127.64,2
R002724,O002725,2024-09-08 07:00:00,Size Issue,8679.03,2
R006590,O006591,2024-12-30 13:00:00,Other,4383.98,1
R007649,O007650,2024-08-07 14:00:00,Changed Mind,9399.0,1
R001869,O001870,2024-06-22 12:00:00,Size Issue,1174.74,6
R016901,O016902,2023-03-21 07:00:00,Defective,2595.42,5
R010836,O010837,2024-09-03 18:00:00,Defective,1126.77,5
R019374,O019375,2024-02-13 08:00:00,Other,9190.1,4
R013294,O013295,2024-01-31 23:00:00,Defective,12511.829999999998,4
R006422,O006423,2023-06-17 05:00:00,Other,5399.72,5
R008164,O008165,2024-10-26 13:00:00,Other,6368.52,2
R001199,O001200,2024-01-21 05:00:00,Defective,6860.8,5
R003165,O003166,2023-01-13 12:00:00,Changed Mind,5422.86,1
R013881,O013882,2023-11-03 13:00:00,Defective,2532.12,4
R014425,O014426,2024-09-05 09:00:00,Wrong Item,7654.6,1
R013844,O013845,2024-01-10 12:00:00,Other,3860.24,6
R017489,O017490,2025-07-07 14:00:00,Changed Mind,616.82,5
R000715,O000716,2023-03-14 00:00:00,Changed Mind,1324.82,3
R003635,O003636,2023-10-05 00:00:00,Defective,1750.16,6
R012980,O012981,2023-05-06 23:00:00,Wrong Item,12673.079999999998,3
R016508,O016509,2023-02-23 12:00:00,Changed Mind,15777.16,4
R013901,O013902,2024-02-09 23:00:00,Other,15796.0,2
R003702,O003703,2023-04-03 07:00:00,Defective,8112.94,1
R000361,O000362,2025-09-07 13:00:00,Changed Mind,8432.84,2
R003115,O003116,2023-10-09 14:00:00,Changed Mind,4173.1,4
R018878,O018879,2023-07-13 01:00:00,Other,4088.36,3
R011756,O011757,2023-04-18 14:00:00,Defective,4413.68,5
R004296,O004297,2024-05-30 05:00:00,Changed Mind,3719.37,2
R012148,O012149,2024-03-06 21:00:00,Changed Mind,8463.599999999999,1
R003489,O003490,2024-08-24 00:00:00,Other,4756.98,5
R018338,O018339,2024-06-16 14:00:00,Other,2037.16,3
R004245,O004246,2023-03-02 08:00:00,Wrong Item,1254.24,2
R003589,O003590,2023-01-23 00:00:00,Size Issue,3582.24,6
R002760,O002761,2024-06-10 00:00:00,Other,3797.67,4
R008657,O008658,2025-03-03 19:00:00,Changed Mind,14535.54,4
R011796,O011797,2023-07-09 05:00:00,Size Issue,8962.82,3
R007020,O007021,2024-04-14 18:00:00,Defective,1396.62,5
R001157,O001158,2023-10-11 17:00:00,Other,7036.12,3
R004824,O004825,2025-08-22 12:00:00,Wrong Item,3763.3500000000004,5
R019643,O019644,2023-06-14 11:00:00,Defective,2590.86,1
R000460,O000461,2024-10-02 16:00:00,Size Issue,4041.72,3
R014675,O014676,2024-08-23 20:00:00,Wrong Item,6338.18,5
R017942,O017943,2025-06-21 11:00:00,Defective,4795.96,4
R006241,O006242,2023-11-25 20:00:00,Size Issue,12623.04,5
R000291,O000292,2024-11-29 23:00:00,Size Issue,5857.53,2
R007703,O007704,2025-04-18 17:00:00,Defective,6868.68,5
R010870,O010871,2024-08-20 09:00:00,Wrong Item,2139.96,4
R006134,O006135,2025-08-12 10:00:00,Other,792.98,5
R017375,O017376,2024-12-18 15:00:00,Other,3224.31,4
R013802,O013803,2023-09-07 21:00:00,Other,8919.84,5
R017752,O017753,2025-07-15 06:00:00,Changed Mind,1030.63,3
R006268,O006269,2023-07-29 12:00:00,Changed Mind,635.32,4
R018385,O018386,2024-04-29 16:00:00,Size Issue,2932.31,6
R004325,O004326,2023-06-20 09:00:00,Wrong Item,14268.39,2
R008596,O008597,2023-10-10 19:00:00,Wrong Item,9082.02,1
R014972,O014973,2025-01-20 14:00:00,Changed Mind,13715.939999999999,2
R012657,O012658,2025-02-16 17:00:00,Changed Mind,1851.6,2
R002687,O002688,2025-08-25 04:00:00,Size Issue,2934.74,6
R014314,O014315,2025-07-11 07:00:00,Changed Mind,2334.13,1
R018652,O018653,2024-09-19 03:00:00,Wrong Item,8085.84,3
R006246,O006247,2023-07-17 20:00:00,Wrong Item,8932.5,1
R003682,O003683,2025-08-27 10:00:00,Other,10389.28,4
R017576,O017577,2023-07-22 19:00:00,Changed Mind,2873.16,1
R013388,O013389,2024-04-25 15:00:00,Defective,919.52,4
R002279,O002280,2024-11-04 01:00:00,Changed Mind,9722.22,5
R007648,O007649,2023-02-12 19:00:00,Changed Mind,17814.92,1
R006193,O006194,2025-04-07 00:00:00,Defective,14337.04,2
R009652,O009653,2024-02-02 09:00:00,Changed Mind,1644.63,5
R004978,O004979,2024-10-08 12:00:00,Wrong Item,4088.08,1
R008628,O008629,2025-07-15 20:00:00,Wrong Item,8084.36,1
R014505,O014506,2023-04-10 04:00:00,Changed Mind,1152.93,5
R019399,O019400,2024-03-20 04:00:00,Other,14541.28,2
R019493,O019494,2023-01-31 10:00:00,Other,8763.86,5
R010331,O010332,2024-03-25 22:00:00,Size Issue,4872.02,3
R000230,O000231,2025-02-02 08:00:00,Defective,8351.76,5
R011822,O011823,2023-02-04 18:00:00,Defective,5119.76,6
R019763,O019764,2023-09-19 11:00:00,Defective,1321.86,1
R003256,O003257,2024-06-08 20:00:00,Changed Mind,1642.07,2
R011455,O011456,2023-06-12 22:00:00,Other,2190.5099999999998,2
R018618,O018619,2023-01-20 05:00:00,Wrong Item,9535.44,3
R012321,O012322,2024-12-04 03:00:00,Defective,15281.32,1
R016115,O016116,2023-02-03 20:00:00,Changed Mind,5720.2,5
R010899,O010900,2023-04-24 19:00:00,Wrong Item,2479.74,3
R003410,O003411,2025-01-06 18:00:00,Size Issue,17523.84,1
R016693,O016694,2023-08-26 07:00:00,Changed Mind,8092.12,6
R002616,O002617,2023-08-21 12:00:00,Wrong Item,2995.2,2
R005885,O005886,2023-10-23 16:00:00,Wrong Item,5687.32,5
R010596,O010597,2025-07-22 17:00:00,Other,19446.84,6
R018879,O018880,2023-06-04 06:00:00,Wrong Item,6541.84,1
R004739,O004740,2024-03-02 02:00:00,Defective,1372.8,3
R014509,O014510,2023-06-22 00:00:00,Changed Mind,4475.51,4
R016773,O016774,2023-05-08 21:00:00,Other,490.49,3
R006810,O006811,2024-12-05 07:00:00,Other,1627.46,5
R005203,O005204,2025-03-22 20:00:00,Defective,2049.3,6
R019465,O019466,2024-02-02 14:00:00,Wrong Item,14480.91,4
R010170,O010171,2023-02-28 13:00:00,Wrong Item,2742.86,5
R003287,O003288,2023-07-08 10:00:00,Wrong Item,8189.1900000000005,6
R015999,O016000,2025-03-05 08:00:00,Changed Mind,8723.88,1
R013694,O013695,2025-08-24 11:00:00,Defective,2281.89,2
R003707,O003708,2024-01-11 05:00:00,Other,1771.8,4
R002781,O002782,2023-05-16 18:00:00,Defective,9270.2,4
R004972,O004973,2025-06-02 19:00:00,Other,9559.05,4
R006866,O006867,2025-01-19 23:00:00,Defective,7724.16,6
R008525,O008526,2023-12-05 14:00:00,Size Issue,2638.79,3
R010227,O010228,2025-05-19 04:00:00,Size Issue,3138.04,5
R004462,O004463,2024-02-27 18:00:00,Defective,786.53,2
R003048,O003049,2025-03-11 23:00:00,Changed Mind,1036.2,4
R009558,O009559,2023-05-09 03:00:00,Changed Mind,2830.29,6
R011222,O011223,2024-09-17 03:00:00,Wrong Item,1823.99,3
R018331,O018332,2023-11-23 09:00:00,Changed Mind,15899.2,5
R009233,O009234,2025-09-03 10:00:00,Wrong Item,14610.810000000001,4
R013078,O013079,2025-04-24 14:00:00,Other,4882.22,5
R008091,O008092,2024-09-06 02:00:00,Size Issue,4115.34,6
R013464,O013465,2024-02-24 08:00:00,Size Issue,3133.1400000000003,5
R009539,O009540,2025-03-29 09:00:00,Changed Mind,5075.24,2
R010414,O010415,2025-07-16 12:00:00,Defective,10884.84,2
R008241,O008242,2023-03-20 23:00:00,Changed Mind,15037.84,6
R006831,O006832,2024-05-28 03:00:00,Wrong Item,9000.92,6
R013837,O013838,2023-04-07 18:00:00,Changed Mind,16519.84,1
R011946,O011947,2023-06-17 10:00:00,Wrong Item,11878.650000000001,1
R019169,O019170,2024-10-06 22:00:00,Changed Mind,19169.32,4
